clave_agee,nombre_agee,clave_agem,nombre_agem,zona_salario
20,OAXACA,240,San Martín Itunyoso,Resto del País
20,OAXACA,241,San Martín Lachilá,Resto del País
20,OAXACA,242,San Martín Peras,Resto del País
20,OAXACA,243,San Martín Tilcajete,Resto del País
20,OAXACA,244,San Martín Toxpalan,Resto del País
20,OAXACA,245,San Martín Zacatepec,Resto del País
20,OAXACA,246,San Mateo Cajonos,Resto del País
20,OAXACA,247,Capulálpam de Méndez,Resto del País
20,OAXACA,248,San Mateo del Mar,Resto del País
20,OAXACA,249,San Mateo Yoloxochitlán,Resto del País
20,OAXACA,250,San Mateo Etlatongo,Resto del País
20,OAXACA,251,San Mateo Nejápam,Resto del País
20,OAXACA,252,San Mateo Peñasco,Resto del País
20,OAXACA,253,San Mateo Piñas,Resto del País
20,OAXACA,254,San Mateo Río Hondo,Resto del País
20,OAXACA,255,San Mateo Sindihui,Resto del País
20,OAXACA,256,San Mateo Tlapiltepec,Resto del País
20,OAXACA,257,San Melchor Betaza,Resto del País
20,OAXACA,258,San Miguel Achiutla,Resto del País
20,OAXACA,259,San Miguel Ahuehuetitlán,Resto del País
20,OAXACA,260,San Miguel Aloápam,Resto del País
20,OAXACA,261,San Miguel Amatitlán,Resto del País
20,OAXACA,262,San Miguel Amatlán,Resto del País
20,OAXACA,263,San Miguel Coatlán,Resto del País
20,OAXACA,264,San Miguel Chicahua,Resto del País
20,OAXACA,265,San Miguel Chimalapa,Resto del País
20,OAXACA,266,San Miguel del Puerto,Resto del País
20,OAXACA,267,San Miguel del Río,Resto del País
20,OAXACA,268,San Miguel Ejutla,Resto del País
20,OAXACA,269,San Miguel el Grande,Resto del País
20,OAXACA,270,San Miguel Huautla,Resto del País
20,OAXACA,271,San Miguel Mixtepec,Resto del País
20,OAXACA,272,San Miguel Panixtlahuaca,Resto del País
20,OAXACA,273,San Miguel Peras,Resto del País
20,OAXACA,274,San Miguel Piedras,Resto del País
20,OAXACA,275,San Miguel Quetzaltepec,Resto del País
20,OAXACA,276,San Miguel Santa Flor,Resto del País
20,OAXACA,277,Villa Sola de Vega,Resto del País
20,OAXACA,278,San Miguel Soyaltepec,Resto del País
20,OAXACA,279,San Miguel Suchixtepec,Resto del País
20,OAXACA,280,Villa Talea de Castro,Resto del País
20,OAXACA,281,San Miguel Tecomatlán,Resto del País
20,OAXACA,282,San Miguel Tenango,Resto del País
20,OAXACA,283,San Miguel Tequixtepec,Resto del País
20,OAXACA,284,San Miguel Tilquiápam,Resto del País
20,OAXACA,285,San Miguel Tlacamama,Resto del País
20,OAXACA,286,San Miguel Tlacotepec,Resto del País
20,OAXACA,287,San Miguel Tulancingo,Resto del País
20,OAXACA,288,San Miguel Yotao,Resto del País
20,OAXACA,289,San Nicolás,Resto del País
20,OAXACA,290,San Nicolás Hidalgo,Resto del País
20,OAXACA,291,San Pablo Coatlán,Resto del País
20,OAXACA,292,San Pablo Cuatro Venados,Resto del País
20,OAXACA,293,San Pablo Etla,Resto del País
20,OAXACA,294,San Pablo Huitzo,Resto del País
20,OAXACA,295,San Pablo Huixtepec,Resto del País
20,OAXACA,296,San Pablo Macuiltianguis,Resto del País
20,OAXACA,297,San Pablo Tijaltepec,Resto del País
20,OAXACA,298,San Pablo Villa de Mitla,Resto del País
20,OAXACA,299,San Pablo Yaganiza,Resto del País
20,OAXACA,300,San Pedro Amuzgos,Resto del País
20,OAXACA,301,San Pedro Apóstol,Resto del País
20,OAXACA,302,San Pedro Atoyac,Resto del País
20,OAXACA,303,San Pedro Cajonos,Resto del País
20,OAXACA,304,San Pedro Coxcaltepec Cántaros,Resto del País
20,OAXACA,305,San Pedro Comitancillo,Resto del País
20,OAXACA,306,San Pedro el Alto,Resto del País
20,OAXACA,307,San Pedro Huamelula,Resto del País
20,OAXACA,308,San Pedro Huilotepec,Resto del País
20,OAXACA,309,San Pedro Ixcatlán,Resto del País
20,OAXACA,310,San Pedro Ixtlahuaca,Resto del País
20,OAXACA,311,San Pedro Jaltepetongo,Resto del País
20,OAXACA,312,San Pedro Jicayán,Resto del País
20,OAXACA,313,San Pedro Jocotipac,Resto del País
20,OAXACA,314,San Pedro Juchatengo,Resto del País
20,OAXACA,315,San Pedro Mártir,Resto del País
20,OAXACA,316,San Pedro Mártir Quiechapa,Resto del País
20,OAXACA,317,San Pedro Mártir Yucuxaco,Resto del País
20,OAXACA,318,San Pedro Mixtepec -Dto. 22 -,Resto del País
20,OAXACA,319,San Pedro Mixtepec -Dto. 26 -,Resto del País
20,OAXACA,320,San Pedro Molinos,Resto del País
20,OAXACA,321,San Pedro Nopala,Resto del País
20,OAXACA,322,San Pedro Ocopetatillo,Resto del País
20,OAXACA,323,San Pedro Ocotepec,Resto del País
20,OAXACA,324,San Pedro Pochutla,Resto del País
20,OAXACA,325,San Pedro Quiatoni,Resto del País
20,OAXACA,326,San Pedro Sochiápam,Resto del País
20,OAXACA,327,San Pedro Tapanatepec,Resto del País
20,OAXACA,328,San Pedro Taviche,Resto del País
20,OAXACA,329,San Pedro Teozacoalco,Resto del País
20,OAXACA,330,San Pedro Teutila,Resto del País
20,OAXACA,331,San Pedro Tidaá,Resto del País
20,OAXACA,332,San Pedro Topiltepec,Resto del País
20,OAXACA,333,San Pedro Totolápam,Resto del País
20,OAXACA,334,Villa de Tututepec de Melchor Ocampo,Resto del País
20,OAXACA,335,San Pedro Yaneri,Resto del País
20,OAXACA,336,San Pedro Yólox,Resto del País
20,OAXACA,337,San Pedro y San Pablo Ayutla,Resto del País
20,OAXACA,338,Villa de Etla,Resto del País
20,OAXACA,339,San Pedro y San Pablo Teposcolula,Resto del País
20,OAXACA,340,San Pedro y San Pablo Tequixtepec,Resto del País
20,OAXACA,341,San Pedro Yucunama,Resto del País
20,OAXACA,342,San Raymundo Jalpan,Resto del País
20,OAXACA,343,San Sebastián Abasolo,Resto del País
20,OAXACA,344,San Sebastián Coatlán,Resto del País
20,OAXACA,345,San Sebastián Ixcapa,Resto del País
20,OAXACA,346,San Sebastián Nicananduta,Resto del País
20,OAXACA,347,San Sebastián Río Hondo,Resto del País
20,OAXACA,348,San Sebastián Tecomaxtlahuaca,Resto del País
20,OAXACA,349,San Sebastián Teitipac,Resto del País
20,OAXACA,350,San Sebastián Tutla,Resto del País
20,OAXACA,351,San Simón Almolongas,Resto del País
20,OAXACA,352,San Simón Zahuatlán,Resto del País
20,OAXACA,353,Santa Ana,Resto del País
20,OAXACA,354,Santa Ana Ateixtlahuaca,Resto del País
20,OAXACA,355,Santa Ana Cuauhtémoc,Resto del País
20,OAXACA,356,Santa Ana del Valle,Resto del País
20,OAXACA,357,Santa Ana Tavela,Resto del País
20,OAXACA,358,Santa Ana Tlapacoyan,Resto del País
20,OAXACA,359,Santa Ana Yareni,Resto del País
20,OAXACA,360,Santa Ana Zegache,Resto del País
20,OAXACA,361,Santa Catalina Quierí,Resto del País
20,OAXACA,362,Santa Catarina Cuixtla,Resto del País
20,OAXACA,363,Santa Catarina Ixtepeji,Resto del País
20,OAXACA,364,Santa Catarina Juquila,Resto del País
20,OAXACA,365,Santa Catarina Lachatao,Resto del País
20,OAXACA,366,Santa Catarina Loxicha,Resto del País
20,OAXACA,367,Santa Catarina Mechoacán,Resto del País
20,OAXACA,368,Santa Catarina Minas,Resto del País
20,OAXACA,369,Santa Catarina Quian?,Resto del País
20,OAXACA,370,Santa Catarina Tayata,Resto del País
20,OAXACA,371,Santa Catarina Ticuá,Resto del País
20,OAXACA,372,Santa Catarina Yosonotú,Resto del País
20,OAXACA,373,Santa Catarina Zapoquila,Resto del País
20,OAXACA,374,Santa Cruz Acatepec,Resto del País
20,OAXACA,375,Santa Cruz Amilpas,Resto del País
20,OAXACA,376,Santa Cruz de Bravo,Resto del País
20,OAXACA,377,Santa Cruz Itundujia,Resto del País
20,OAXACA,378,Santa Cruz Mixtepec,Resto del País
20,OAXACA,379,Santa Cruz Nundaco,Resto del País
20,OAXACA,380,Santa Cruz Papalutla,Resto del País
20,OAXACA,381,Santa Cruz Tacache de Mina,Resto del País
20,OAXACA,382,Santa Cruz Tacahua,Resto del País
20,OAXACA,383,Santa Cruz Tayata,Resto del País
20,OAXACA,384,Santa Cruz Xitla,Resto del País
20,OAXACA,385,Santa Cruz Xoxocotlán,Resto del País
20,OAXACA,386,Santa Cruz Zenzontepec,Resto del País
20,OAXACA,387,Santa Gertrudis,Resto del País
20,OAXACA,388,Santa Inés del Monte,Resto del País
20,OAXACA,389,Santa Inés Yatzeche,Resto del País
20,OAXACA,390,Santa Lucía del Camino,Resto del País
20,OAXACA,391,Santa Lucía Miahuatlán,Resto del País
20,OAXACA,392,Santa Lucía Monteverde,Resto del País
20,OAXACA,393,Santa Lucía Ocotlán,Resto del País
20,OAXACA,394,Santa María Alotepec,Resto del País
20,OAXACA,395,Santa María Apazco,Resto del País
20,OAXACA,396,Santa María la Asunción,Resto del País
20,OAXACA,397,Heroica Ciudad de Tlaxiaco,Resto del País
20,OAXACA,398,Ayoquezco de Aldama,Resto del País
20,OAXACA,399,Santa María Atzompa,Resto del País
20,OAXACA,400,Santa María Camotlán,Resto del País
20,OAXACA,401,Santa María Colotepec,Resto del País
20,OAXACA,402,Santa María Cortijo,Resto del País
20,OAXACA,403,Santa María Coyotepec,Resto del País
20,OAXACA,404,Santa María Chachoápam,Resto del País
20,OAXACA,405,Villa de Chilapa de Díaz,Resto del País
20,OAXACA,406,Santa María Chilchotla,Resto del País
20,OAXACA,407,Santa María Chimalapa,Resto del País
20,OAXACA,408,Santa María del Rosario,Resto del País
20,OAXACA,409,Santa María del Tule,Resto del País
20,OAXACA,410,Santa María Ecatepec,Resto del País
20,OAXACA,411,Santa María Guelacé,Resto del País
20,OAXACA,412,Santa María Guienagati,Resto del País
20,OAXACA,413,Santa María Huatulco,Resto del País
20,OAXACA,414,Santa María Huazolotitlán,Resto del País
20,OAXACA,415,Santa María Ipalapa,Resto del País
20,OAXACA,416,Santa María Ixcatlán,Resto del País
20,OAXACA,417,Santa María Jacatepec,Resto del País
20,OAXACA,418,Santa María Jalapa del Marqués,Resto del País
20,OAXACA,419,Santa María Jaltianguis,Resto del País
20,OAXACA,420,Santa María Lachixío,Resto del País
20,OAXACA,421,Santa María Mixtequilla,Resto del País
20,OAXACA,422,Santa María Nativitas,Resto del País
20,OAXACA,423,Santa María Nduayaco,Resto del País
20,OAXACA,424,Santa María Ozolotepec,Resto del País
20,OAXACA,425,Santa María Pápalo,Resto del País
20,OAXACA,426,Santa María Peñoles,Resto del País
20,OAXACA,427,Santa María Petapa,Resto del País
20,OAXACA,428,Santa María Quiegolani,Resto del País
20,OAXACA,429,Santa María Sola,Resto del País
20,OAXACA,430,Santa María Tataltepec,Resto del País
20,OAXACA,431,Santa María Tecomavaca,Resto del País
20,OAXACA,432,Santa María Temaxcalapa,Resto del País
20,OAXACA,433,Santa María Temaxcaltepec,Resto del País
20,OAXACA,434,Santa María Teopoxco,Resto del País
20,OAXACA,435,Santa María Tepantlali,Resto del País
20,OAXACA,436,Santa María Texcatitlán,Resto del País
20,OAXACA,437,Santa María Tlahuitoltepec,Resto del País
20,OAXACA,438,Santa María Tlalixtac,Resto del País
20,OAXACA,439,Santa María Tonameca,Resto del País
20,OAXACA,440,Santa María Totolapilla,Resto del País
20,OAXACA,441,Santa María Xadani,Resto del País
20,OAXACA,442,Santa María Yalina,Resto del País
20,OAXACA,443,Santa María Yavesía,Resto del País
20,OAXACA,444,Santa María Yolotepec,Resto del País
20,OAXACA,445,Santa María Yosoyúa,Resto del País
20,OAXACA,446,Santa María Yucuhiti,Resto del País
20,OAXACA,447,Santa María Zacatepec,Resto del País
20,OAXACA,448,Santa María Zaniza,Resto del País
20,OAXACA,449,Santa María Zoquitlán,Resto del País
20,OAXACA,450,Santiago Amoltepec,Resto del País
20,OAXACA,451,Santiago Apoala,Resto del País
20,OAXACA,452,Santiago Apóstol,Resto del País
20,OAXACA,453,Santiago Astata,Resto del País
20,OAXACA,454,Santiago Atitlán,Resto del País
20,OAXACA,455,Santiago Ayuquililla,Resto del País
20,OAXACA,456,Santiago Cacaloxtepec,Resto del País
20,OAXACA,457,Santiago Camotlán,Resto del País
20,OAXACA,458,Santiago Comaltepec,Resto del País
20,OAXACA,459,Villa de Santiago Chazumba,Resto del País
20,OAXACA,460,Santiago Choápam,Resto del País
20,OAXACA,461,Santiago del Río,Resto del País
20,OAXACA,462,Santiago Huajolotitlán,Resto del País
20,OAXACA,463,Santiago Huauclilla,Resto del País
20,OAXACA,464,Santiago Ihuitlán Plumas,Resto del País
20,OAXACA,465,Santiago Ixcuintepec,Resto del País
20,OAXACA,466,Santiago Ixtayutla,Resto del País
20,OAXACA,467,Santiago Jamiltepec,Resto del País
20,OAXACA,468,Santiago Jocotepec,Resto del País
20,OAXACA,469,Santiago Juxtlahuaca,Resto del País
20,OAXACA,470,Santiago Lachiguiri,Resto del País
20,OAXACA,471,Santiago Lalopa,Resto del País
20,OAXACA,472,Santiago Laollaga,Resto del País
20,OAXACA,473,Santiago Laxopa,Resto del País
20,OAXACA,474,Santiago Llano Grande,Resto del País
20,OAXACA,475,Santiago Matatlán,Resto del País
20,OAXACA,476,Santiago Miltepec,Resto del País
20,OAXACA,477,Santiago Minas,Resto del País
20,OAXACA,478,Santiago Nacaltepec,Resto del País
20,OAXACA,479,Santiago Nejapilla,Resto del País
20,OAXACA,480,Santiago Nundiche,Resto del País
20,OAXACA,481,Santiago Nuyoó,Resto del País
20,OAXACA,482,Santiago Pinotepa Nacional,Resto del País
20,OAXACA,483,Santiago Suchilquitongo,Resto del País
20,OAXACA,484,Santiago Tamazola,Resto del País
20,OAXACA,485,Santiago Tapextla,Resto del País
20,OAXACA,486,Villa Tejúpam de la Unión,Resto del País
20,OAXACA,487,Santiago Tenango,Resto del País
20,OAXACA,488,Santiago Tepetlapa,Resto del País
20,OAXACA,489,Santiago Tetepec,Resto del País
20,OAXACA,490,Santiago Texcalcingo,Resto del País
20,OAXACA,491,Santiago Textitlán,Resto del País
20,OAXACA,492,Santiago Tilantongo,Resto del País
20,OAXACA,493,Santiago Tillo,Resto del País
20,OAXACA,494,Santiago Tlazoyaltepec,Resto del País
20,OAXACA,495,Santiago Xanica,Resto del País
20,OAXACA,496,Santiago Xiacuí,Resto del País
20,OAXACA,497,Santiago Yaitepec,Resto del País
20,OAXACA,498,Santiago Yaveo,Resto del País
20,OAXACA,499,Santiago Yolomécatl,Resto del País
20,OAXACA,500,Santiago Yosondúa,Resto del País
20,OAXACA,501,Santiago Yucuyachi,Resto del País
20,OAXACA,502,Santiago Zacatepec,Resto del País
20,OAXACA,503,Santiago Zoochila,Resto del País
20,OAXACA,504,Nuevo Zoquiápam,Resto del País
20,OAXACA,505,Santo Domingo Ingenio,Resto del País
20,OAXACA,506,Santo Domingo Albarradas,Resto del País
20,OAXACA,507,Santo Domingo Armenta,Resto del País
20,OAXACA,508,Santo Domingo Chihuitán,Resto del País
20,OAXACA,509,Santo Domingo de Morelos,Resto del País
20,OAXACA,510,Santo Domingo Ixcatlán,Resto del País
20,OAXACA,511,Santo Domingo Nuxaá,Resto del País
20,OAXACA,512,Santo Domingo Ozolotepec,Resto del País
20,OAXACA,513,Santo Domingo Petapa,Resto del País
20,OAXACA,514,Santo Domingo Roayaga,Resto del País
20,OAXACA,515,Santo Domingo Tehuantepec,Resto del País
20,OAXACA,516,Santo Domingo Teojomulco,Resto del País
20,OAXACA,517,Santo Domingo Tepuxtepec,Resto del País
20,OAXACA,518,Santo Domingo Tlatayápam,Resto del País
20,OAXACA,519,Santo Domingo Tomaltepec,Resto del País
20,OAXACA,520,Santo Domingo Tonalá,Resto del País
20,OAXACA,521,Santo Domingo Tonaltepec,Resto del País
20,OAXACA,522,Santo Domingo Xagacía,Resto del País
20,OAXACA,523,Santo Domingo Yanhuitlán,Resto del País
20,OAXACA,524,Santo Domingo Yodohino,Resto del País
20,OAXACA,525,Santo Domingo Zanatepec,Resto del País
20,OAXACA,526,Santos Reyes Nopala,Resto del País
20,OAXACA,527,Santos Reyes Pápalo,Resto del País
20,OAXACA,528,Santos Reyes Tepejillo,Resto del País
20,OAXACA,529,Santos Reyes Yucuná,Resto del País
20,OAXACA,530,Santo Tomás Jalieza,Resto del País
20,OAXACA,531,Santo Tomás Mazaltepec,Resto del País
20,OAXACA,532,Santo Tomás Ocotepec,Resto del País
20,OAXACA,533,Santo Tomás Tamazulapan,Resto del País
20,OAXACA,534,San Vicente Coatlán,Resto del País
20,OAXACA,535,San Vicente Lachixío,Resto del País
20,OAXACA,536,San Vicente Nuñú,Resto del País
20,OAXACA,537,Silacayoápam,Resto del País
20,OAXACA,538,Sitio de Xitlapehua,Resto del País
20,OAXACA,539,Soledad Etla,Resto del País
20,OAXACA,540,Villa de Tamazulápam del Progreso,Resto del País
20,OAXACA,541,Tanetze de Zaragoza,Resto del País
20,OAXACA,542,Taniche,Resto del País
20,OAXACA,543,Tataltepec de Valdés,Resto del País
20,OAXACA,544,Teococuilco de Marcos Pérez,Resto del País
20,OAXACA,545,Teotitlán de Flores Magón,Resto del País
20,OAXACA,546,Teotitlán del Valle,Resto del País
20,OAXACA,547,Teotongo,Resto del País
20,OAXACA,548,Tepelmeme Villa de Morelos,Resto del País
20,OAXACA,549,Tezoatlán de Segura y Luna,Resto del País
20,OAXACA,550,San Jerónimo Tlacochahuaya,Resto del País
20,OAXACA,551,Tlacolula de Matamoros,Resto del País
20,OAXACA,552,Tlacotepec Plumas,Resto del País
20,OAXACA,553,Tlalixtac de Cabrera,Resto del País
20,OAXACA,554,Totontepec Villa de Morelos,Resto del País
20,OAXACA,555,Trinidad Zaachila,Resto del País
20,OAXACA,556,La Trinidad Vista Hermosa,Resto del País
20,OAXACA,557,Unión Hidalgo,Resto del País
20,OAXACA,558,Valerio Trujano,Resto del País
20,OAXACA,559,San Juan Bautista Valle Nacional,Resto del País
20,OAXACA,560,Villa Díaz Ordaz,Resto del País
20,OAXACA,561,Yaxe,Resto del País
20,OAXACA,562,Magdalena Yodocono de Porfirio Díaz,Resto del País
20,OAXACA,563,Yogana,Resto del País
20,OAXACA,564,Yutanduchi de Guerrero,Resto del País
20,OAXACA,565,Villa de Zaachila,Resto del País
20,OAXACA,566,San Mateo Yucutidoo,Resto del País
20,OAXACA,567,Zapotitlán Lagunas,Resto del País
20,OAXACA,568,Zapotitlán Palmas,Resto del País
20,OAXACA,569,Santa Inés de Zaragoza,Resto del País
20,OAXACA,570,Zimatlán de Álvarez,Resto del País
21,PUEBLA,1,Acajete,Resto del País
21,PUEBLA,2,Acateno,Resto del País
21,PUEBLA,3,Acatlán,Resto del País
21,PUEBLA,4,Acatzingo,Resto del País
21,PUEBLA,5,Acteopan,Resto del País
21,PUEBLA,6,Ahuacatlán,Resto del País
21,PUEBLA,7,Ahuatlán,Resto del País
21,PUEBLA,8,Ahuazotepec,Resto del País
21,PUEBLA,9,Ahuehuetitla,Resto del País
21,PUEBLA,10,Ajalpan,Resto del País
21,PUEBLA,11,Albino Zertuche,Resto del País
21,PUEBLA,12,Aljojuca,Resto del País
21,PUEBLA,13,Altepexi,Resto del País
21,PUEBLA,14,Amixtlán,Resto del País
21,PUEBLA,15,Amozoc,Resto del País
21,PUEBLA,16,Aquixtla,Resto del País
21,PUEBLA,17,Atempan,Resto del País
21,PUEBLA,18,Atexcal,Resto del País
21,PUEBLA,19,Atlixco,Resto del País
21,PUEBLA,20,Atoyatempan,Resto del País
21,PUEBLA,21,Atzala,Resto del País
21,PUEBLA,22,Atzitzihuacán,Resto del País
21,PUEBLA,23,Atzitzintla,Resto del País
21,PUEBLA,24,Axutla,Resto del País
21,PUEBLA,25,Ayotoxco de Guerrero,Resto del País
21,PUEBLA,26,Calpan,Resto del País
21,PUEBLA,27,Caltepec,Resto del País
21,PUEBLA,28,Camocuautla,Resto del País
21,PUEBLA,29,Caxhuacan,Resto del País
21,PUEBLA,30,Coatepec,Resto del País
21,PUEBLA,31,Coatzingo,Resto del País
21,PUEBLA,32,Cohetzala,Resto del País
21,PUEBLA,33,Cohuecan,Resto del País
21,PUEBLA,34,Coronango,Resto del País
21,PUEBLA,35,Coxcatlán,Resto del País
21,PUEBLA,36,Coyomeapan,Resto del País
21,PUEBLA,37,Coyotepec,Resto del País
21,PUEBLA,38,Cuapiaxtla de Madero,Resto del País
21,PUEBLA,39,Cuautempan,Resto del País
21,PUEBLA,40,Cuautinchán,Resto del País
21,PUEBLA,41,Cuautlancingo,Resto del País
21,PUEBLA,42,Cuayuca de Andrade,Resto del País
21,PUEBLA,43,Cuetzalan del Progreso,Resto del País
21,PUEBLA,44,Cuyoaco,Resto del País
21,PUEBLA,45,Chalchicomula de Sesma,Resto del País
21,PUEBLA,46,Chapulco,Resto del País
21,PUEBLA,47,Chiautla,Resto del País
21,PUEBLA,48,Chiautzingo,Resto del País
21,PUEBLA,49,Chiconcuautla,Resto del País
21,PUEBLA,50,Chichiquila,Resto del País
21,PUEBLA,51,Chietla,Resto del País
21,PUEBLA,52,Chigmecatitlán,Resto del País
21,PUEBLA,53,Chignahuapan,Resto del País
21,PUEBLA,54,Chignautla,Resto del País
21,PUEBLA,55,Chila,Resto del País
21,PUEBLA,56,Chila de la Sal,Resto del País
21,PUEBLA,57,Honey,Resto del País
21,PUEBLA,58,Chilchotla,Resto del País
21,PUEBLA,59,Chinantla,Resto del País
21,PUEBLA,60,Domingo Arenas,Resto del País
21,PUEBLA,61,Eloxochitlán,Resto del País
21,PUEBLA,62,Epatlán,Resto del País
21,PUEBLA,63,Esperanza,Resto del País
21,PUEBLA,64,Francisco Z. Mena,Resto del País
21,PUEBLA,65,General Felipe Ángeles,Resto del País
21,PUEBLA,66,Guadalupe,Resto del País
21,PUEBLA,67,Guadalupe Victoria,Resto del País
21,PUEBLA,68,Hermenegildo Galeana,Resto del País
21,PUEBLA,69,Huaquechula,Resto del País
21,PUEBLA,70,Huatlatlauca,Resto del País
21,PUEBLA,71,Huauchinango,Resto del País
21,PUEBLA,72,Huehuetla,Resto del País
21,PUEBLA,73,Huehuetlán el Chico,Resto del País
21,PUEBLA,74,Huejotzingo,Resto del País
21,PUEBLA,75,Hueyapan,Resto del País
21,PUEBLA,76,Hueytamalco,Resto del País
21,PUEBLA,77,Hueytlalpan,Resto del País
21,PUEBLA,78,Huitzilan de Serdán,Resto del País
21,PUEBLA,79,Huitziltepec,Resto del País
21,PUEBLA,80,Atlequizayan,Resto del País
21,PUEBLA,81,Ixcamilpa de Guerrero,Resto del País
21,PUEBLA,82,Ixcaquixtla,Resto del País
21,PUEBLA,83,Ixtacamaxtitlán,Resto del País
21,PUEBLA,84,Ixtepec,Resto del País
21,PUEBLA,85,Izúcar de Matamoros,Resto del País
21,PUEBLA,86,Jalpan,Resto del País
21,PUEBLA,87,Jolalpan,Resto del País
21,PUEBLA,88,Jonotla,Resto del País
21,PUEBLA,89,Jopala,Resto del País
21,PUEBLA,90,Juan C. Bonilla,Resto del País
21,PUEBLA,91,Juan Galindo,Resto del País
21,PUEBLA,92,Juan N. Méndez,Resto del País
21,PUEBLA,93,Lafragua,Resto del País
21,PUEBLA,94,Libres,Resto del País
21,PUEBLA,95,La Magdalena Tlatlauquitepec,Resto del País
21,PUEBLA,96,Mazapiltepec de Juárez,Resto del País
21,PUEBLA,97,Mixtla,Resto del País
21,PUEBLA,98,Molcaxac,Resto del País
21,PUEBLA,99,Cañada Morelos,Resto del País
21,PUEBLA,100,Naupan,Resto del País
21,PUEBLA,101,Nauzontla,Resto del País
21,PUEBLA,102,Nealtican,Resto del País
21,PUEBLA,103,Nicolás Bravo,Resto del País
21,PUEBLA,104,Nopalucan,Resto del País
21,PUEBLA,105,Ocotepec,Resto del País
21,PUEBLA,106,Ocoyucan,Resto del País
21,PUEBLA,107,Olintla,Resto del País
21,PUEBLA,108,Oriental,Resto del País
21,PUEBLA,109,Pahuatlán,Resto del País
21,PUEBLA,110,Palmar de Bravo,Resto del País
21,PUEBLA,111,Pantepec,Resto del País
21,PUEBLA,112,Petlalcingo,Resto del País
21,PUEBLA,113,Piaxtla,Resto del País
21,PUEBLA,114,Puebla,Resto del País
21,PUEBLA,115,Quecholac,Resto del País
21,PUEBLA,116,Quimixtlán,Resto del País
21,PUEBLA,117,Rafael Lara Grajales,Resto del País
21,PUEBLA,118,Los Reyes de Juárez,Resto del País
21,PUEBLA,119,San Andrés Cholula,Resto del País
21,PUEBLA,120,San Antonio Cañada,Resto del País
21,PUEBLA,121,San Diego la Mesa Tochimiltzingo,Resto del País
21,PUEBLA,122,San Felipe Teotlalcingo,Resto del País
21,PUEBLA,123,San Felipe Tepatlán,Resto del País
21,PUEBLA,124,San Gabriel Chilac,Resto del País
21,PUEBLA,125,San Gregorio Atzompa,Resto del País
21,PUEBLA,126,San Jerónimo Tecuanipan,Resto del País
21,PUEBLA,127,San Jerónimo Xayacatlán,Resto del País
21,PUEBLA,128,San José Chiapa,Resto del País
21,PUEBLA,129,San José Miahuatlán,Resto del País
21,PUEBLA,130,San Juan Atenco,Resto del País
21,PUEBLA,131,San Juan Atzompa,Resto del País
21,PUEBLA,132,San Martín Texmelucan,Resto del País
21,PUEBLA,133,San Martín Totoltepec,Resto del País
21,PUEBLA,134,San Matías Tlalancaleca,Resto del País
21,PUEBLA,135,San Miguel Ixitlán,Resto del País
21,PUEBLA,136,San Miguel Xoxtla,Resto del País
21,PUEBLA,137,San Nicolás Buenos Aires,Resto del País
21,PUEBLA,138,San Nicolás de los Ranchos,Resto del País
21,PUEBLA,139,San Pablo Anicano,Resto del País
21,PUEBLA,140,San Pedro Cholula,Resto del País
21,PUEBLA,141,San Pedro Yeloixtlahuaca,Resto del País
21,PUEBLA,142,San Salvador el Seco,Resto del País
21,PUEBLA,143,San Salvador el Verde,Resto del País
21,PUEBLA,144,San Salvador Huixcolotla,Resto del País
21,PUEBLA,145,San Sebastián Tlacotepec,Resto del País
21,PUEBLA,146,Santa Catarina Tlaltempan,Resto del País
21,PUEBLA,147,Santa Inés Ahuatempan,Resto del País
21,PUEBLA,148,Santa Isabel Cholula,Resto del País
21,PUEBLA,149,Santiago Miahuatlán,Resto del País
21,PUEBLA,150,Huehuetlán el Grande,Resto del País
21,PUEBLA,151,Santo Tomás Hueyotlipan,Resto del País
21,PUEBLA,152,Soltepec,Resto del País
21,PUEBLA,153,Tecali de Herrera,Resto del País
21,PUEBLA,154,Tecamachalco,Resto del País
21,PUEBLA,155,Tecomatlán,Resto del País
21,PUEBLA,156,Tehuacán,Resto del País
21,PUEBLA,157,Tehuitzingo,Resto del País
21,PUEBLA,158,Tenampulco,Resto del País
21,PUEBLA,159,Teopantlán,Resto del País
21,PUEBLA,160,Teotlalco,Resto del País
21,PUEBLA,161,Tepanco de López,Resto del País
21,PUEBLA,162,Tepango de Rodríguez,Resto del País
21,PUEBLA,163,Tepatlaxco de Hidalgo,Resto del País
21,PUEBLA,164,Tepeaca,Resto del País
21,PUEBLA,165,Tepemaxalco,Resto del País
21,PUEBLA,166,Tepeojuma,Resto del País
21,PUEBLA,167,Tepetzintla,Resto del País
21,PUEBLA,168,Tepexco,Resto del País
21,PUEBLA,169,Tepexi de Rodríguez,Resto del País
21,PUEBLA,170,Tepeyahualco,Resto del País
21,PUEBLA,171,Tepeyahualco de Cuauhtémoc,Resto del País
21,PUEBLA,172,Tetela de Ocampo,Resto del País
21,PUEBLA,173,Teteles de Avila Castillo,Resto del País
21,PUEBLA,174,Teziutlán,Resto del País
21,PUEBLA,175,Tianguismanalco,Resto del País
21,PUEBLA,176,Tilapa,Resto del País
21,PUEBLA,177,Tlacotepec de Benito Juárez,Resto del País
21,PUEBLA,178,Tlacuilotepec,Resto del País
21,PUEBLA,179,Tlachichuca,Resto del País
