clave_agee,nombre_agee,clave_agem,nombre_agem,zona_salario
21,PUEBLA,180,Tlahuapan,Resto del País
21,PUEBLA,181,Tlaltenango,Resto del País
21,PUEBLA,182,Tlanepantla,Resto del País
21,PUEBLA,183,Tlaola,Resto del País
21,PUEBLA,184,Tlapacoya,Resto del País
21,PUEBLA,185,Tlapanalá,Resto del País
21,PUEBLA,186,Tlatlauquitepec,Resto del País
21,PUEBLA,187,Tlaxco,Resto del País
21,PUEBLA,188,Tochimilco,Resto del País
21,PUEBLA,189,Tochtepec,Resto del País
21,PUEBLA,190,Totoltepec de Guerrero,Resto del País
21,PUEBLA,191,Tulcingo,Resto del País
21,PUEBLA,192,Tuzamapan de Galeana,Resto del País
21,PUEBLA,193,Tzicatlacoyan,Resto del País
21,PUEBLA,194,Venustiano Carranza,Resto del País
21,PUEBLA,195,Vicente Guerrero,Resto del País
21,PUEBLA,196,Xayacatlán de Bravo,Resto del País
21,PUEBLA,197,Xicotepec,Resto del País
21,PUEBLA,198,Xicotlán,Resto del País
21,PUEBLA,199,Xiutetelco,Resto del País
21,PUEBLA,200,Xochiapulco,Resto del País
21,PUEBLA,201,Xochiltepec,Resto del País
21,PUEBLA,202,Xochitlán de Vicente Suárez,Resto del País
21,PUEBLA,203,Xochitlán Todos Santos,Resto del País
21,PUEBLA,204,Yaonáhuac,Resto del País
21,PUEBLA,205,Yehualtepec,Resto del País
21,PUEBLA,206,Zacapala,Resto del País
21,PUEBLA,207,Zacapoaxtla,Resto del País
21,PUEBLA,208,Zacatlán,Resto del País
21,PUEBLA,209,Zapotitlán,Resto del País
21,PUEBLA,210,Zapotitlán de Méndez,Resto del País
21,PUEBLA,211,Zaragoza,Resto del País
21,PUEBLA,212,Zautla,Resto del País
21,PUEBLA,213,Zihuateutla,Resto del País
21,PUEBLA,214,Zinacatepec,Resto del País
21,PUEBLA,215,Zongozotla,Resto del País
21,PUEBLA,216,Zoquiapan,Resto del País
21,PUEBLA,217,Zoquitlán,Resto del País
22,QUERÉTARO DE ARTEAGA,1,Amealco de Bonfil,Resto del País
22,QUERÉTARO DE ARTEAGA,2,Pinal de Amoles,Resto del País
22,QUERÉTARO DE ARTEAGA,3,Arroyo Seco,Resto del País
22,QUERÉTARO DE ARTEAGA,4,Cadereyta de Montes,Resto del País
22,QUERÉTARO DE ARTEAGA,5,Colón,Resto del País
22,QUERÉTARO DE ARTEAGA,6,Corregidora,Resto del País
22,QUERÉTARO DE ARTEAGA,7,Ezequiel Montes,Resto del País
22,QUERÉTARO DE ARTEAGA,8,Huimilpan,Resto del País
22,QUERÉTARO DE ARTEAGA,9,Jalpan de Serra,Resto del País
22,QUERÉTARO DE ARTEAGA,10,Landa de Matamoros,Resto del País
22,QUERÉTARO DE ARTEAGA,11,El Marqués,Resto del País
22,QUERÉTARO DE ARTEAGA,12,Pedro Escobedo,Resto del País
22,QUERÉTARO DE ARTEAGA,13,Peñamiller,Resto del País
22,QUERÉTARO DE ARTEAGA,14,Querétaro,Resto del País
22,QUERÉTARO DE ARTEAGA,15,San Joaquín,Resto del País
22,QUERÉTARO DE ARTEAGA,16,San Juan del Río,Resto del País
22,QUERÉTARO DE ARTEAGA,17,Tequisquiapan,Resto del País
22,QUERÉTARO DE ARTEAGA,18,Tolimán,Resto del País
23,QUINTANA ROO,1,Cozumel,Resto del País
23,QUINTANA ROO,2,Felipe Carrillo Puerto,Resto del País
23,QUINTANA ROO,3,Isla Mujeres,Resto del País
23,QUINTANA ROO,4,Othón P. Blanco,Resto del País
23,QUINTANA ROO,5,Benito Juárez,Resto del País
23,QUINTANA ROO,6,José María Morelos,Resto del País
23,QUINTANA ROO,7,Lázaro Cárdenas,Resto del País
23,QUINTANA ROO,8,Solidaridad,Resto del País
23,QUINTANA ROO,9,Tulum,Resto del País
23,QUINTANA ROO,10,Bacalar,Resto del País
23,QUINTANA ROO,11,Puerto Morelos,Resto del País
24,SAN LUIS POTOSÍ,1,Ahualulco,Resto del País
24,SAN LUIS POTOSÍ,2,Alaquines,Resto del País
24,SAN LUIS POTOSÍ,3,Aquismón,Resto del País
24,SAN LUIS POTOSÍ,4,Armadillo de los Infante,Resto del País
24,SAN LUIS POTOSÍ,5,Cárdenas,Resto del País
24,SAN LUIS POTOSÍ,6,Catorce,Resto del País
24,SAN LUIS POTOSÍ,7,Cedral,Resto del País
24,SAN LUIS POTOSÍ,8,Cerritos,Resto del País
24,SAN LUIS POTOSÍ,9,Cerro de San Pedro,Resto del País
24,SAN LUIS POTOSÍ,10,Ciudad del Maíz,Resto del País
24,SAN LUIS POTOSÍ,11,Ciudad Fernández,Resto del País
24,SAN LUIS POTOSÍ,12,Tancanhuitz,Resto del País
24,SAN LUIS POTOSÍ,13,Ciudad Valles,Resto del País
24,SAN LUIS POTOSÍ,14,Coxcatlán,Resto del País
24,SAN LUIS POTOSÍ,15,Charcas,Resto del País
24,SAN LUIS POTOSÍ,16,Ebano,Resto del País
24,SAN LUIS POTOSÍ,17,Guadalcázar,Resto del País
24,SAN LUIS POTOSÍ,18,Huehuetlán,Resto del País
24,SAN LUIS POTOSÍ,19,Lagunillas,Resto del País
24,SAN LUIS POTOSÍ,20,Matehuala,Resto del País
24,SAN LUIS POTOSÍ,21,Mexquitic de Carmona,Resto del País
24,SAN LUIS POTOSÍ,22,Moctezuma,Resto del País
24,SAN LUIS POTOSÍ,23,Rayón,Resto del País
24,SAN LUIS POTOSÍ,24,Rioverde,Resto del País
24,SAN LUIS POTOSÍ,25,Salinas,Resto del País
24,SAN LUIS POTOSÍ,26,San Antonio,Resto del País
24,SAN LUIS POTOSÍ,27,San Ciro de Acosta,Resto del País
24,SAN LUIS POTOSÍ,28,San Luis Potosí,Resto del País
24,SAN LUIS POTOSÍ,29,San Martín Chalchicuautla,Resto del País
24,SAN LUIS POTOSÍ,30,San Nicolás Tolentino,Resto del País
24,SAN LUIS POTOSÍ,31,Santa Catarina,Resto del País
24,SAN LUIS POTOSÍ,32,Santa María del Río,Resto del País
24,SAN LUIS POTOSÍ,33,Santo Domingo,Resto del País
24,SAN LUIS POTOSÍ,34,San Vicente Tancuayalab,Resto del País
24,SAN LUIS POTOSÍ,35,Soledad de Graciano Sánchez,Resto del País
24,SAN LUIS POTOSÍ,36,Tamasopo,Resto del País
24,SAN LUIS POTOSÍ,37,Tamazunchale,Resto del País
24,SAN LUIS POTOSÍ,38,Tampacán,Resto del País
24,SAN LUIS POTOSÍ,39,Tampamolón Corona,Resto del País
24,SAN LUIS POTOSÍ,40,Tamuín,Resto del País
24,SAN LUIS POTOSÍ,41,Tanlajás,Resto del País
24,SAN LUIS POTOSÍ,42,Tanquián de Escobedo,Resto del País
24,SAN LUIS POTOSÍ,43,Tierra Nueva,Resto del País
24,SAN LUIS POTOSÍ,44,Vanegas,Resto del País
24,SAN LUIS POTOSÍ,45,Venado,Resto del País
24,SAN LUIS POTOSÍ,46,Villa de Arriaga,Resto del País
24,SAN LUIS POTOSÍ,47,Villa de Guadalupe,Resto del País
24,SAN LUIS POTOSÍ,48,Villa de la Paz,Resto del País
24,SAN LUIS POTOSÍ,49,Villa de Ramos,Resto del País
24,SAN LUIS POTOSÍ,50,Villa de Reyes,Resto del País
24,SAN LUIS POTOSÍ,51,Villa Hidalgo,Resto del País
24,SAN LUIS POTOSÍ,52,Villa Juárez,Resto del País
24,SAN LUIS POTOSÍ,53,Axtla de Terrazas,Resto del País
24,SAN LUIS POTOSÍ,54,Xilitla,Resto del País
24,SAN LUIS POTOSÍ,55,Zaragoza,Resto del País
24,SAN LUIS POTOSÍ,56,Villa de Arista,Resto del País
24,SAN LUIS POTOSÍ,57,Matlapa,Resto del País
24,SAN LUIS POTOSÍ,58,El Naranjo,Resto del País
25,SINALOA,1,Ahome,Resto del País
25,SINALOA,2,Angostura,Resto del País
25,SINALOA,3,Badiraguato,Resto del País
25,SINALOA,4,Concordia,Resto del País
25,SINALOA,5,Cosalá,Resto del País
25,SINALOA,6,Culiacán,Resto del País
25,SINALOA,7,Choix,Resto del País
25,SINALOA,8,Elota,Resto del País
25,SINALOA,9,Escuinapa,Resto del País
25,SINALOA,10,El Fuerte,Resto del País
25,SINALOA,11,Guasave,Resto del País
25,SINALOA,12,Mazatlán,Resto del País
25,SINALOA,13,Mocorito,Resto del País
25,SINALOA,14,Rosario,Resto del País
25,SINALOA,15,Salvador Alvarado,Resto del País
25,SINALOA,16,San Ignacio,Resto del País
25,SINALOA,17,Sinaloa,Resto del País
25,SINALOA,18,Navolato,Resto del País
26,SONORA,1,Aconchi,Resto del País
26,SONORA,2,Agua Prieta,Zona Libre de la Frontera Norte
26,SONORA,3,Alamos,Resto del País
26,SONORA,4,Altar,Zona Libre de la Frontera Norte
26,SONORA,5,Arivechi,Resto del País
26,SONORA,6,Arizpe,Resto del País
26,SONORA,7,Atil,Resto del País
26,SONORA,8,Bacadéhuachi,Resto del País
26,SONORA,9,Bacanora,Resto del País
26,SONORA,10,Bacerac,Resto del País
26,SONORA,11,Bacoachi,Resto del País
26,SONORA,12,Bácum,Resto del País
26,SONORA,13,Banámichi,Resto del País
26,SONORA,14,Baviácora,Resto del País
26,SONORA,15,Bavispe,Resto del País
26,SONORA,16,Benjamín Hill,Resto del País
26,SONORA,17,Caborca,Zona Libre de la Frontera Norte
26,SONORA,18,Cajeme,Resto del País
26,SONORA,19,Cananea,Zona Libre de la Frontera Norte
26,SONORA,20,Carbó,Resto del País
26,SONORA,21,La Colorada,Resto del País
26,SONORA,22,Cucurpe,Resto del País
26,SONORA,23,Cumpas,Resto del País
26,SONORA,24,Divisaderos,Resto del País
26,SONORA,25,Empalme,Resto del País
26,SONORA,26,Etchojoa,Resto del País
26,SONORA,27,Fronteras,Resto del País
26,SONORA,28,Granados,Resto del País
26,SONORA,29,Guaymas,Resto del País
26,SONORA,30,Hermosillo,Resto del País
26,SONORA,31,Huachinera,Resto del País
26,SONORA,32,Huásabas,Resto del País
26,SONORA,33,Huatabampo,Resto del País
26,SONORA,34,Huépac,Resto del País
26,SONORA,35,Imuris,Resto del País
26,SONORA,36,Magdalena,Resto del País
26,SONORA,37,Mazatán,Resto del País
26,SONORA,38,Moctezuma,Resto del País
26,SONORA,39,Naco,Zona Libre de la Frontera Norte
26,SONORA,40,Nácori Chico,Resto del País
26,SONORA,41,Nacozari de García,Resto del País
26,SONORA,42,Navojoa,Resto del País
26,SONORA,43,Nogales,Zona Libre de la Frontera Norte
26,SONORA,44,Onavas,Resto del País
26,SONORA,45,Opodepe,Resto del País
26,SONORA,46,Oquitoa,Resto del País
26,SONORA,47,Pitiquito,Resto del País
26,SONORA,48,Puerto Peñasco,Zona Libre de la Frontera Norte
26,SONORA,49,Quiriego,Resto del País
26,SONORA,50,Rayón,Resto del País
26,SONORA,51,Rosario,Resto del País
26,SONORA,52,Sahuaripa,Resto del País
26,SONORA,53,San Felipe de Jesús,Resto del País
26,SONORA,54,San Javier,Resto del País
26,SONORA,55,San Luis Río Colorado,Zona Libre de la Frontera Norte
26,SONORA,56,San Miguel de Horcasitas,Resto del País
26,SONORA,57,San Pedro de la Cueva,Resto del País
26,SONORA,58,Santa Ana,Resto del País
26,SONORA,59,Santa Cruz,Zona Libre de la Frontera Norte
26,SONORA,60,Sáric,Zona Libre de la Frontera Norte
26,SONORA,61,Soyopa,Resto del País
26,SONORA,62,Suaqui Grande,Resto del País
26,SONORA,63,Tepache,Resto del País
26,SONORA,64,Trincheras,Resto del País
26,SONORA,65,Tubutama,Resto del País
26,SONORA,66,Ures,Resto del País
26,SONORA,67,Villa Hidalgo,Resto del País
26,SONORA,68,Villa Pesqueira,Resto del País
26,SONORA,69,Yécora,Resto del País
26,SONORA,70,General Plutarco Elías Calles,Zona Libre de la Frontera Norte
26,SONORA,71,Benito Juárez,Resto del País
26,SONORA,72,San Ignacio Río Muerto,Resto del País
27,TABASCO,1,Balancán,Resto del País
27,TABASCO,2,Cárdenas,Resto del País
27,TABASCO,3,Centla,Resto del País
27,TABASCO,4,Centro,Resto del País
27,TABASCO,5,Comalcalco,Resto del País
27,TABASCO,6,Cunduacán,Resto del País
27,TABASCO,7,Emiliano Zapata,Resto del País
27,TABASCO,8,Huimanguillo,Resto del País
27,TABASCO,9,Jalapa,Resto del País
27,TABASCO,10,Jalpa de Méndez,Resto del País
27,TABASCO,11,Jonuta,Resto del País
27,TABASCO,12,Macuspana,Resto del País
27,TABASCO,13,Nacajuca,Resto del País
27,TABASCO,14,Paraíso,Resto del País
27,TABASCO,15,Tacotalpa,Resto del País
27,TABASCO,16,Teapa,Resto del País
27,TABASCO,17,Tenosique,Resto del País
28,TAMAULIPAS,1,Abasolo,Resto del País
28,TAMAULIPAS,2,Aldama,Resto del País
28,TAMAULIPAS,3,Altamira,Resto del País
28,TAMAULIPAS,4,Antiguo Morelos,Resto del País
28,TAMAULIPAS,5,Burgos,Resto del País
28,TAMAULIPAS,6,Bustamante,Resto del País
28,TAMAULIPAS,7,Camargo,Zona Libre de la Frontera Norte
28,TAMAULIPAS,8,Casas,Resto del País
28,TAMAULIPAS,9,Ciudad Madero,Resto del País
28,TAMAULIPAS,10,Cruillas,Resto del País
28,TAMAULIPAS,11,Gómez Farías,Resto del País
28,TAMAULIPAS,12,González,Resto del País
28,TAMAULIPAS,13,Güémez,Resto del País
28,TAMAULIPAS,14,Guerrero,Zona Libre de la Frontera Norte
28,TAMAULIPAS,15,Gustavo Díaz Ordaz,Zona Libre de la Frontera Norte
28,TAMAULIPAS,16,Hidalgo,Resto del País
28,TAMAULIPAS,17,Jaumave,Resto del País
28,TAMAULIPAS,18,Jiménez,Resto del País
28,TAMAULIPAS,19,Llera,Resto del País
28,TAMAULIPAS,20,Mainero,Resto del País
28,TAMAULIPAS,21,El Mante,Resto del País
28,TAMAULIPAS,22,Matamoros,Zona Libre de la Frontera Norte
28,TAMAULIPAS,23,Méndez,Resto del País
28,TAMAULIPAS,24,Mier,Zona Libre de la Frontera Norte
28,TAMAULIPAS,25,Miguel Alemán,Zona Libre de la Frontera Norte
28,TAMAULIPAS,26,Miquihuana,Resto del País
28,TAMAULIPAS,27,Nuevo Laredo,Zona Libre de la Frontera Norte
28,TAMAULIPAS,28,Nuevo Morelos,Resto del País
28,TAMAULIPAS,29,Ocampo,Resto del País
28,TAMAULIPAS,30,Padilla,Resto del País
28,TAMAULIPAS,31,Palmillas,Resto del País
28,TAMAULIPAS,32,Reynosa,Zona Libre de la Frontera Norte
28,TAMAULIPAS,33,Río Bravo,Zona Libre de la Frontera Norte
28,TAMAULIPAS,34,San Carlos,Resto del País
28,TAMAULIPAS,35,San Fernando,Resto del País
28,TAMAULIPAS,36,San Nicolás,Resto del País
28,TAMAULIPAS,37,Soto la Marina,Resto del País
28,TAMAULIPAS,38,Tampico,Resto del País
28,TAMAULIPAS,39,Tula,Resto del País
28,TAMAULIPAS,40,Valle Hermoso,Zona Libre de la Frontera Norte
28,TAMAULIPAS,41,Victoria,Resto del País
28,TAMAULIPAS,42,Villagrán,Resto del País
28,TAMAULIPAS,43,Xicoténcatl,Resto del País
29,TLAXCALA,1,Amaxac de Guerrero,Resto del País
29,TLAXCALA,2,Apetatitlán de Antonio Carvajal,Resto del País
29,TLAXCALA,3,Atlangatepec,Resto del País
29,TLAXCALA,4,Atltzayanca,Resto del País
29,TLAXCALA,5,Apizaco,Resto del País
29,TLAXCALA,6,Calpulalpan,Resto del País
29,TLAXCALA,7,El Carmen Tequexquitla,Resto del País
29,TLAXCALA,8,Cuapiaxtla,Resto del País
29,TLAXCALA,9,Cuaxomulco,Resto del País
29,TLAXCALA,10,Chiautempan,Resto del País
29,TLAXCALA,11,Muñoz de Domingo Arenas,Resto del País
29,TLAXCALA,12,Españita,Resto del País
29,TLAXCALA,13,Huamantla,Resto del País
29,TLAXCALA,14,Hueyotlipan,Resto del País
29,TLAXCALA,15,Ixtacuixtla de Mariano Matamoros,Resto del País
29,TLAXCALA,16,Ixtenco,Resto del País
29,TLAXCALA,17,Mazatecochco de José María Morelos,Resto del País
29,TLAXCALA,18,Contla de Juan Cuamatzi,Resto del País
29,TLAXCALA,19,Tepetitla de Lardizábal,Resto del País
29,TLAXCALA,20,Sanctórum de Lázaro Cárdenas,Resto del País
29,TLAXCALA,21,Nanacamilpa de Mariano Arista,Resto del País
29,TLAXCALA,22,Acuamanala de Miguel Hidalgo,Resto del País
29,TLAXCALA,23,Natívitas,Resto del País
29,TLAXCALA,24,Panotla,Resto del País
29,TLAXCALA,25,San Pablo del Monte,Resto del País
29,TLAXCALA,26,Santa Cruz Tlaxcala,Resto del País
29,TLAXCALA,27,Tenancingo,Resto del País
29,TLAXCALA,28,Teolocholco,Resto del País
29,TLAXCALA,29,Tepeyanco,Resto del País
29,TLAXCALA,30,Terrenate,Resto del País
29,TLAXCALA,31,Tetla de la Solidaridad,Resto del País
29,TLAXCALA,32,Tetlatlahuca,Resto del País
29,TLAXCALA,33,Tlaxcala,Resto del País
29,TLAXCALA,34,Tlaxco,Resto del País
29,TLAXCALA,35,Tocatlán,Resto del País
29,TLAXCALA,36,Totolac,Resto del País
29,TLAXCALA,37,Ziltlaltépec de Trinidad Sánchez Santos,Resto del País
29,TLAXCALA,38,Tzompantepec,Resto del País
29,TLAXCALA,39,Xaloztoc,Resto del País
29,TLAXCALA,40,Xaltocan,Resto del País
29,TLAXCALA,41,Papalotla de Xicohténcatl,Resto del País
29,TLAXCALA,42,Xicohtzinco,Resto del País
29,TLAXCALA,43,Yauhquemehcan,Resto del País
29,TLAXCALA,44,Zacatelco,Resto del País
29,TLAXCALA,45,Benito Juárez,Resto del País
29,TLAXCALA,46,Emiliano Zapata,Resto del País
29,TLAXCALA,47,Lázaro Cárdenas,Resto del País
29,TLAXCALA,48,La Magdalena Tlaltelulco,Resto del País
29,TLAXCALA,49,San Damián Texóloc,Resto del País
29,TLAXCALA,50,San Francisco Tetlanohcan,Resto del País
29,TLAXCALA,51,San Jerónimo Zacualpan,Resto del País
29,TLAXCALA,52,San José Teacalco,Resto del País
29,TLAXCALA,53,San Juan Huactzinco,Resto del País
29,TLAXCALA,54,San Lorenzo Axocomanitla,Resto del País
29,TLAXCALA,55,San Lucas Tecopilco,Resto del País
29,TLAXCALA,56,Santa Ana Nopalucan,Resto del País
29,TLAXCALA,57,Santa Apolonia Teacalco,Resto del País
29,TLAXCALA,58,Santa Catarina Ayometla,Resto del País
29,TLAXCALA,59,Santa Cruz Quilehtla,Resto del País
29,TLAXCALA,60,Santa Isabel Xiloxoxtla,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,1,Acajete,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,2,Acatlán,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,3,Acayucan,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,4,Actopan,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,5,Acula,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,6,Acultzingo,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,7,Camarón de Tejeda,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,8,Alpatláhuac,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,9,Alto Lucero de Gutiérrez Barrios,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,10,Altotonga,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,11,Alvarado,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,12,Amatitlán,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,13,Naranjos Amatlán,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,14,Amatlán de los Reyes,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,15,Angel R. Cabada,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,16,La Antigua,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,17,Apazapan,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,18,Aquila,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,19,Astacinga,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,20,Atlahuilco,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,21,Atoyac,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,22,Atzacan,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,23,Atzalan,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,24,Tlaltetela,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,25,Ayahualulco,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,26,Banderilla,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,27,Benito Juárez,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,28,Boca del Río,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,29,Calcahualco,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,30,Camerino Z. Mendoza,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,31,Carrillo Puerto,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,32,Catemaco,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,33,Cazones de Herrera,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,34,Cerro Azul,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,35,Citlaltépetl,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,36,Coacoatzintla,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,37,Coahuitlán,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,38,Coatepec,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,39,Coatzacoalcos,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,40,Coatzintla,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,41,Coetzala,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,42,Colipa,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,43,Comapa,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,44,Córdoba,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,45,Cosamaloapan de Carpio,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,46,Cosautlán de Carvajal,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,47,Coscomatepec,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,48,Cosoleacaque,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,49,Cotaxtla,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,50,Coxquihui,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,51,Coyutla,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,52,Cuichapa,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,53,Cuitláhuac,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,54,Chacaltianguis,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,55,Chalma,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,56,Chiconamel,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,57,Chiconquiaco,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,58,Chicontepec,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,59,Chinameca,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,60,Chinampa de Gorostiza,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,61,Las Choapas,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,62,Chocamán,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,63,Chontla,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,64,Chumatlán,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,65,Emiliano Zapata,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,66,Espinal,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,67,Filomeno Mata,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,68,Fortín,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,69,Gutiérrez Zamora,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,70,Hidalgotitlán,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,71,Huatusco,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,72,Huayacocotla,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,73,Hueyapan de Ocampo,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,74,Huiloapan de Cuauhtémoc,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,75,Ignacio de la Llave,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,76,Ilamatlán,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,77,Isla,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,78,Ixcatepec,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,79,Ixhuacán de los Reyes,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,80,Ixhuatlán del Café,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,81,Ixhuatlancillo,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,82,Ixhuatlán del Sureste,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,83,Ixhuatlán de Madero,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,84,Ixmatlahuacan,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,85,Ixtaczoquitlán,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,86,Jalacingo,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,87,Xalapa,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,88,Jalcomulco,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,89,Jáltipan,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,90,Jamapa,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,91,Jesús Carranza,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,92,Xico,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,93,Jilotepec,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,94,Juan Rodríguez Clara,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,95,Juchique de Ferrer,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,96,Landero y Coss,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,97,Lerdo de Tejada,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,98,Magdalena,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,99,Maltrata,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,100,Manlio Fabio Altamirano,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,101,Mariano Escobedo,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,102,Martínez de la Torre,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,103,Mecatlán,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,104,Mecayapan,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,105,Medellín de Bravo,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,106,Miahuatlán,Resto del País
30,VERACRUZ DE IGNACIO DE LA LLAVE,107,Las Minas,Resto del País
